0.000,0.000,0.000,0.076,0.000,4.250,0.000
0.100,0.424,0.000,0.076,0.012,4.250,0.000
0.200,0.848,0.005,0.076,0.025,4.250,0.000
0.300,1.271,0.016,0.076,0.037,4.250,0.000
0.400,1.695,0.032,0.076,0.050,4.250,0.000
0.500,2.118,0.053,0.076,0.062,4.250,0.000
0.600,2.541,0.079,0.076,0.074,4.250,0.000
0.700,2.963,0.110,0.076,0.087,4.250,0.000
0.800,3.386,0.147,0.076,0.099,4.250,0.000
0.900,3.807,0.189,0.076,0.112,4.250,0.000
1.000,4.228,0.236,0.076,0.124,4.250,0.000
1.100,4.649,0.289,0.076,0.137,4.250,0.000
1.200,5.069,0.347,0.076,0.149,4.250,0.000
1.300,5.488,0.409,0.076,0.161,4.250,0.000
1.400,5.906,0.477,0.076,0.174,4.250,0.000
1.500,6.324,0.551,0.076,0.186,4.250,0.000
1.600,6.740,0.629,0.076,0.199,4.250,0.000
1.700,7.155,0.713,0.076,0.211,4.250,0.000
1.800,7.570,0.802,0.076,0.223,4.250,0.000
1.900,7.983,0.895,0.076,0.236,4.250,0.000
2.000,8.395,0.994,0.076,0.248,4.250,0.000
2.100,8.806,1.099,0.076,0.261,4.250,0.000
2.200,9.215,1.208,0.076,0.273,4.250,0.000
2.300,9.623,1.322,0.076,0.285,4.250,0.000
2.400,10.030,1.441,0.076,0.298,4.250,0.000
2.500,10.435,1.566,0.076,0.310,4.250,0.000
2.600,10.839,1.695,0.076,0.323,4.250,0.000
2.700,11.241,1.830,0.076,0.335,4.250,0.000
2.800,11.641,1.969,0.076,0.348,4.250,0.000
2.900,12.039,2.113,0.076,0.360,4.250,0.000
3.000,12.436,2.262,0.076,0.372,4.250,0.000
3.100,12.831,2.417,0.076,0.385,4.250,0.000
3.200,13.223,2.576,0.076,0.397,4.250,0.000
3.300,13.614,2.740,0.076,0.410,4.250,0.000
3.400,14.003,2.908,0.076,0.422,4.250,0.000
3.500,14.389,3.082,0.076,0.434,4.250,0.000
3.600,14.774,3.260,0.076,0.447,4.250,0.000
3.700,15.156,3.443,0.076,0.459,4.250,0.000
3.800,15.536,3.631,0.076,0.472,4.250,0.000
3.900,15.913,3.824,0.076,0.484,4.250,0.000
4.000,16.289,4.021,0.076,0.496,4.250,0.000
4.100,16.661,4.223,0.076,0.509,4.250,0.000
4.200,17.031,4.429,0.076,0.521,4.250,0.000
4.300,17.399,4.640,0.076,0.534,4.250,0.000
4.400,17.764,4.856,0.076,0.546,4.250,0.000
4.500,18.126,5.076,0.076,0.559,4.250,0.000
4.600,18.485,5.300,0.076,0.571,4.250,0.000
4.700,18.842,5.529,0.076,0.583,4.250,0.000
4.800,19.195,5.763,0.076,0.596,4.250,0.000
4.900,19.546,6.001,0.076,0.608,4.250,0.000
5.000,19.894,6.243,0.076,0.621,4.250,0.000
5.100,20.239,6.489,0.076,0.633,4.250,0.000
5.200,20.580,6.740,0.076,0.645,4.250,0.000
5.300,20.919,6.995,0.076,0.658,4.250,0.000
5.400,21.254,7.254,0.076,0.670,4.250,0.000
5.500,21.586,7.517,0.076,0.683,4.250,0.000
5.600,21.915,7.784,0.076,0.695,4.250,0.000
5.700,22.241,8.056,0.076,0.707,4.250,0.000
5.800,22.563,8.331,0.076,0.720,4.250,0.000
5.900,22.881,8.611,0.076,0.732,4.250,0.000
6.000,23.197,8.894,0.076,0.745,4.250,0.000
6.100,23.508,9.181,0.076,0.757,4.250,0.000
6.200,23.816,9.472,0.076,0.769,4.250,0.000
6.300,24.121,9.767,0.076,0.782,4.250,0.000
6.400,24.421,10.066,0.076,0.794,4.250,0.000
6.500,24.718,10.368,0.076,0.807,4.250,0.000
6.600,25.011,10.674,0.076,0.819,4.250,0.000
6.700,25.301,10.983,0.076,0.832,4.250,0.000
6.800,25.586,11.297,0.076,0.844,4.250,0.000
6.900,25.868,11.613,0.076,0.856,4.250,0.000
7.000,26.146,11.933,0.076,0.869,4.250,0.000
7.100,26.419,12.257,0.076,0.881,4.250,0.000
7.200,26.689,12.584,0.076,0.894,4.250,0.000
7.300,26.954,12.914,0.076,0.906,4.250,0.000
7.400,27.216,13.248,0.076,0.918,4.250,0.000
7.500,27.473,13.585,0.076,0.931,4.250,0.000
7.600,27.726,13.924,0.076,0.943,4.250,0.000
7.700,27.975,14.267,0.076,0.956,4.250,0.000
7.800,28.219,14.614,0.076,0.968,4.250,0.000
7.900,28.460,14.963,0.076,0.980,4.250,0.000
8.000,28.696,15.315,0.076,0.993,4.250,0.000
8.100,28.927,15.670,0.076,1.005,4.250,0.000
8.200,29.154,16.027,0.076,1.018,4.250,0.000
8.300,29.377,16.388,0.076,1.030,4.250,0.000
8.400,29.595,16.751,0.076,1.043,4.250,0.000
8.500,29.808,17.117,0.076,1.055,4.250,0.000
8.600,30.018,17.486,0.076,1.067,4.250,0.000
8.700,30.222,17.857,0.076,1.080,4.250,0.000
8.800,30.422,18.231,0.076,1.092,4.250,0.000
8.900,30.617,18.607,0.076,1.105,4.250,0.000
9.000,30.807,18.986,0.076,1.117,4.250,0.000
9.100,30.993,19.367,0.076,1.129,4.250,0.000
9.200,31.174,19.750,0.076,1.142,4.250,0.000
9.300,31.351,20.135,0.076,1.154,4.250,0.000
9.400,31.522,20.523,0.076,1.167,4.250,0.000
9.500,31.689,20.912,0.076,1.179,4.250,0.000
9.600,31.850,21.304,0.076,1.191,4.250,0.000
9.700,32.007,21.698,0.076,1.204,4.250,0.000
9.800,32.159,22.093,0.076,1.216,4.250,0.000
9.900,32.306,22.491,0.076,1.229,4.250,0.000
10.000,32.449,22.890,0.076,1.241,4.250,0.000
10.100,32.586,23.291,0.076,1.254,4.250,0.000
10.200,32.718,23.693,0.076,1.266,4.250,0.000
10.300,32.845,24.098,0.076,1.278,4.250,0.000
10.400,32.967,24.503,0.076,1.291,4.250,0.000
10.500,33.085,24.911,0.076,1.303,4.250,0.000
10.600,33.197,25.319,0.076,1.316,4.250,0.000
10.700,33.304,25.729,0.076,1.328,4.250,0.000
10.800,33.405,26.141,0.076,1.340,4.250,0.000
10.900,33.502,26.553,0.076,1.353,4.250,0.000
11.000,33.594,26.967,0.076,1.365,4.250,0.000
11.100,33.680,27.382,0.076,1.378,4.250,0.000
11.200,33.762,27.798,0.076,1.390,4.250,0.000
11.300,33.838,28.215,0.076,1.402,4.250,0.000
11.400,33.909,28.632,0.076,1.415,4.250,0.000
11.500,33.975,29.051,0.076,1.427,4.250,0.000
11.600,34.035,29.470,0.076,1.440,4.250,0.000
11.700,34.091,29.891,0.076,1.452,4.250,0.000
11.800,34.141,30.311,0.076,1.465,4.250,0.000
11.900,34.186,30.733,0.076,1.477,4.250,0.000
12.000,34.226,31.155,0.076,1.489,4.250,0.000
12.100,34.260,31.577,0.076,1.502,4.250,0.000
12.200,34.289,32.000,0.076,1.514,4.250,0.000
12.300,34.313,32.423,0.076,1.527,4.250,0.000
12.400,34.332,32.846,0.076,1.539,4.250,0.000
12.500,34.346,33.270,0.076,1.551,4.250,0.000
12.600,34.354,33.693,0.076,1.564,4.250,0.000
12.700,34.357,34.117,0.076,1.576,4.250,0.000
12.800,34.354,34.541,0.076,1.589,4.250,0.000
12.900,34.347,34.965,0.076,1.601,4.250,0.000
13.000,34.334,35.388,0.076,1.613,4.250,0.000
13.100,34.316,35.812,0.076,1.626,4.250,0.000
13.200,34.293,36.235,0.076,1.638,4.250,0.000
13.300,34.264,36.658,0.076,1.651,4.250,0.000
13.400,34.230,37.080,0.076,1.663,4.250,0.000
13.500,34.191,37.502,0.076,1.676,4.250,0.000
13.600,34.147,37.923,0.076,1.688,4.250,0.000
13.700,34.097,38.344,0.076,1.700,4.250,0.000
13.800,34.043,38.765,0.076,1.713,4.250,0.000
13.900,33.983,39.184,0.076,1.725,4.250,0.000
14.000,33.918,39.603,0.076,1.738,4.250,0.000
14.100,33.847,40.021,0.076,1.750,4.250,0.000
14.200,33.772,40.438,0.076,1.762,4.250,0.000
14.300,33.691,40.854,0.076,1.775,4.250,0.000
14.400,33.605,41.269,0.076,1.787,4.250,0.000
14.500,33.514,41.683,0.076,1.800,4.250,0.000
14.600,33.418,42.095,0.076,1.812,4.250,0.000
14.700,33.317,42.507,0.076,1.824,4.250,0.000
14.800,33.210,42.917,0.076,1.837,4.250,0.000
14.900,33.099,43.326,0.076,1.849,4.250,0.000
15.000,32.983,43.733,0.076,1.862,4.250,0.000
15.100,32.861,44.139,0.076,1.874,4.250,0.000
15.200,32.735,44.544,0.076,1.886,4.250,0.000
15.300,32.603,44.947,0.076,1.899,4.250,0.000
15.400,32.466,45.348,0.076,1.911,4.250,0.000
15.500,32.325,45.747,0.076,1.924,4.250,0.000
15.600,32.178,46.145,0.076,1.936,4.250,0.000
15.700,32.027,46.541,0.076,1.949,4.250,0.000
15.800,31.871,46.935,0.076,1.961,4.250,0.000
15.900,31.709,47.326,0.076,1.973,4.250,0.000
16.000,31.543,47.716,0.076,1.986,4.250,0.000
16.100,31.373,48.104,0.076,1.998,4.250,0.000
16.200,31.197,48.490,0.076,2.011,4.250,0.000
16.300,31.017,48.873,0.076,2.023,4.250,0.000
16.400,30.831,49.254,0.076,2.035,4.250,0.000
16.500,30.641,49.633,0.076,2.048,4.250,0.000
16.600,30.447,50.010,0.076,2.060,4.250,0.000
16.700,30.248,50.384,0.076,2.073,4.250,0.000
16.800,30.044,50.755,0.076,2.085,4.250,0.000
16.900,29.835,51.124,0.076,2.097,4.250,0.000
17.000,29.622,51.491,0.076,2.110,4.250,0.000
17.100,29.405,51.854,0.076,2.122,4.250,0.000
17.200,29.183,52.215,0.076,2.135,4.250,0.000
17.300,28.956,52.573,0.076,2.147,4.250,0.000
17.400,28.725,52.929,0.076,2.160,4.250,0.000
17.500,28.490,53.281,0.076,2.172,4.250,0.000
17.600,28.250,53.631,0.076,2.184,4.250,0.000
17.700,28.006,53.977,0.076,2.197,4.250,0.000
17.800,27.758,54.320,0.076,2.209,4.250,0.000
17.900,27.505,54.661,0.076,2.222,4.250,0.000
